ds,yhat,yhat_lower,yhat_upper
2023-03-25,19565.687799056348,12038.080646147268,26639.497490342477
2023-03-26,19373.830255501474,12049.960953537162,26709.726942202957
2023-03-27,18458.86112007269,10597.123276468508,26278.331254031575
2023-03-28,19744.365141415074,12246.29948505722,27434.654268390106
2023-03-29,18487.942601771392,10759.554707292926,25854.9475847122
2023-03-30,19293.355422186025,12043.357486705907,26550.967984023522
2023-03-31,19019.324049390856,11553.008523729231,26680.601690224794
2023-04-01,18973.765233776703,11677.630552108007,26747.110768735398
2023-04-02,18880.915220928455,10939.47362050896,26557.07157846652
2023-04-03,18080.38746053779,10370.660371016125,25774.841805905227
2023-04-04,19492.30718478504,12385.161477231579,27479.445776717643
2023-04-05,18370.49012579056,10896.033725827634,25914.798977577015
2023-04-06,19314.696199741244,11928.890059335095,26944.109227048055
2023-04-07,19179.540394153224,11502.197155391039,26870.454648548613
2023-04-08,19268.84772487694,11415.302403500322,26925.881906719555
2023-04-09,19302.861552661743,11964.653991839066,27009.459219776832
2023-04-10,18617.510411493295,11391.542121503862,26257.983026666192
2023-04-11,20129.55360550715,12410.421419276421,27704.783704764945
2023-04-12,19089.888570215855,11891.056298015592,26322.21862845753
2023-04-13,20095.888594372795,12858.01228485047,27395.305998272077
2023-04-14,20000.38255510285,12324.492147391584,27379.612500290667
2023-04-15,20106.061495733447,12592.62889427833,27740.482223904834
2023-04-16,20132.719789117058,12860.405129785713,27621.883674990277
2023-04-17,19416.535028514856,11465.730234992643,26496.233590080752
2023-04-18,20875.206461748407,13593.592861755977,28249.718447844363
2023-04-19,19761.23510764416,12507.472030534476,26865.247310002513
2023-04-20,20674.21487697216,13227.866593405846,28227.509442098402
2023-04-21,20469.74764088943,13201.678400034672,27473.507542073414
2023-04-22,20453.76889588356,13206.914561435633,28253.900067462822
2023-04-23,20349.694066243042,12865.800550505257,27755.238125751388
2023-04-24,19497.592298508214,11712.813649146749,27033.036994511083
2023-04-25,20819.210613000057,13354.42987749003,28073.883799891395
2023-04-26,19571.13485033686,11879.149594126584,26981.607033661934
2023-04-27,20356.960189438254,12870.684127753235,27397.02303407469
2023-04-28,20036.08768921736,12988.492905019526,27255.795380695552
2023-04-29,19917.936965774767,12460.660301657503,26713.07603873115
2023-04-30,19728.988361517466,12041.033871195481,27718.792802153996
2023-05-01,18811.864531891464,10986.405945185359,26490.357528010252
2023-05-02,20090.277051146,12393.12278904305,27238.89737987984
2023-05-03,18822.126796308192,11024.393173989489,26788.382244988836
2023-05-04,19611.632722191294,12120.628511685281,27180.703719222332
2023-05-05,19318.106776262208,11471.911547533535,26695.580137571706
2023-05-06,19250.165781862463,11545.635970611684,26272.944498342633
2023-05-07,19132.79396026271,11521.95361059349,25840.71306846632
2023-05-08,18306.464522123188,11185.747274511277,26234.22500846898
2023-05-09,19692.14683881424,12325.551355410964,27339.873593244243
2023-05-10,18544.4842936814,11109.870005123801,25940.410661093774
2023-05-11,19464.01624603001,11795.580967066453,27017.829194707097
2023-05-12,19306.059016318908,11753.085992455934,26108.157163662043
2023-05-13,19375.03369545503,11858.192746090528,26446.687879118217
2023-05-14,19391.650923879566,11759.736898546298,26516.941893923075
2023-05-15,18692.158542845846,11650.479342704912,26253.599942417703
2023-05-16,20193.472997432164,12725.992957453009,27948.35834795779
2023-05-17,19146.477963743895,11311.554202731259,27108.633144430863
2023-05-18,20148.359112991693,12669.687970062569,27528.65410742458
2023-05-19,20051.586811165576,12496.68010032511,27424.100113499746
2023-05-20,20158.33155443835,13244.240670655114,27346.594699728306
2023-05-21,20187.719678206977,12827.555308825229,27325.753690682537
2023-05-22,19475.133106446236,11891.51724495843,26849.548864990906
2023-05-23,20937.372420563046,13336.419309971183,28799.94387293129
2023-05-24,19825.965703762868,12461.559670275026,27323.029117391416
2023-05-25,20739.491672130564,13120.823479407083,27950.553643774478
2023-05-26,20532.529118723396,13144.975646668205,27749.22927899573
2023-05-27,20510.01832285165,13030.02954694237,28344.635233389738
2023-05-28,20394.443416486178,13180.959797249918,27634.096170733097
2023-05-29,19525.04149043304,12167.515139984707,26973.437444139046
2023-05-30,20822.860241225724,13507.962352667828,27883.212161627078
2023-05-31,19543.94957068406,11781.97590128754,26725.450874529633
2023-06-01,20291.558956052744,12829.761091132956,27687.355163137578
2023-06-02,19924.95617981753,12339.089789581347,27844.296115862555
2023-06-03,19753.656788465596,12487.672634836717,27105.072027180428
2023-06-04,19504.47703674737,12312.629531310462,26907.32055188578
2023-06-05,18520.61980398689,11257.149587470103,25976.14558161353
2023-06-06,19726.618819595187,12696.094909196761,27587.891683694023
2023-06-07,18381.42987609826,11045.087973335503,25544.223057160205
2023-06-08,19090.54374920814,11576.087305482366,26043.198251353086
2023-06-09,18714.738866737403,11540.460664317046,26405.701407943747
2023-06-10,18564.265027448215,11151.797804074866,26089.80148236199
2023-06-11,18365.872282555225,11315.667224215613,25931.379558703684
2023-06-12,17461.895195572833,10530.290969460599,25096.821747138634
2023-06-13,18775.21792960157,11709.855006964615,26089.89098706315
2023-06-14,17562.408277884013,10088.448980754003,24665.03096888404
2023-06-15,18425.894187764297,11157.458000296783,26133.934958009242
2023-06-16,18222.79904467732,10583.097686669737,25511.30593805858
2023-06-17,18259.224696866542,10916.279057442827,25899.21864811205
2023-06-18,18257.393530721627,11296.440539801071,25731.20391309139
2023-06-19,17554.85661801209,9933.671330263298,24659.846130987156
2023-06-20,19069.58985743227,11740.090909407929,26547.178457483693
2023-06-21,18053.262521422705,10668.802802146594,25250.868064283895
2023-06-22,19103.547929037635,11120.834790593548,26430.278218580337
2023-06-23,19073.088699174186,11309.340342472806,25954.30865971017
2023-06-24,19263.901869172932,11542.993173617824,25814.598735048465
2023-06-25,19394.631717313765,11856.675190066093,26797.064412731757
2023-06-26,18799.85416393135,11378.174370996767,26292.956394489815
2023-06-27,20395.251942553583,12380.148281484539,28182.563324573952
2023-06-28,19430.942715580386,12300.700043850205,27085.550141381915
2023-06-29,20503.82817837627,13022.284991986393,28495.14165916864
2023-06-30,20466.575537108347,12982.294854417778,28119.672878073736
2023-07-01,20622.016215676173,13099.846454238488,28281.688793814672
2023-07-02,20690.369852581534,13374.057560954554,28103.060717874585
2023-07-03,20008.498330270562,12173.363959202346,27410.003105021824
2023-07-04,21495.01051736596,13928.59577698328,29277.890550228774
2023-07-05,20403.501965181527,13649.027097016702,27912.382010320132
2023-07-06,21334.800187679564,13910.773198694857,28830.789190433523
2023-07-07,21145.829939332263,13438.10369703987,28453.682746734547
2023-07-08,21143.88673146828,13967.72194095684,28530.3789206474
2023-07-09,21053.730291354615,13281.78380618499,28168.04609418978
2023-07-10,20216.70650275526,12583.023090952842,27460.842506801753
2023-07-11,21555.722346960236,13890.992941827537,29458.409343547788
2023-07-12,20328.36185592522,13165.845894783582,27407.441554872003
2023-07-13,21139.017298372466,13474.05899242133,28952.363631619748
2023-07-14,20847.653322860857,13339.99133469088,28297.641985174476
2023-07-15,20763.9952289584,13332.157757482048,28475.25841026091
2023-07-16,20614.55561517747,13221.582790833521,28151.551496558608
2023-07-17,19741.709484309904,11980.610202816373,27116.49993336514
2023-07-18,21068.644440725217,13251.525471265493,28746.449720625027
2023-07-19,19852.473920481218,12696.546208895894,27161.697916388974
2023-07-20,20696.38811765719,12957.01245885886,28318.244116748734
2023-07-21,20458.459652442576,13281.558056997943,28682.582143553867
2023-07-22,20445.89391365372,12899.133813057264,28476.80938251207
2023-07-23,20382.136406057405,12619.095189774249,28565.527546495618
2023-07-24,19606.04518203751,12115.878286645577,27122.83016849699
2023-07-25,21036.951345396217,13716.516968419406,28272.503280574296
2023-07-26,19927.89307842161,12391.653863191186,27099.094252786443
2023-07-27,20877.893898594495,13119.32883435301,28206.80978008517
2023-07-28,20740.89850046344,13044.405847879809,28363.646317630668
2023-07-29,20820.152259116898,13413.289379036512,27742.911748612507
2023-07-30,20835.43289220828,13631.285648393561,28498.308938954007
2023-07-31,20122.33866194308,12661.215183801518,27309.218857087624
2023-08-01,21597.452649274208,14071.471331812758,29300.36997430305
2023-08-02,20511.665440342174,13199.991911936611,27859.709834525667
2023-08-03,21462.524255382683,14264.13699226443,28967.53922639075
2023-08-04,21303.21971394481,13099.071768737116,28633.739485362246
2023-08-05,21336.99472899387,13424.761609328594,28766.17549184174
2023-08-06,21284.383068891122,13993.040223799277,29282.760252117794
2023-08-07,20482.481665192772,13174.303811376405,27760.248259015898
2023-08-08,21850.0765605205,14318.275997131208,29459.087287715272
2023-08-09,20640.905855012934,13491.324512967556,28719.73773806599
2023-08-10,21455.929328453185,13835.593423888518,29326.326066164256
2023-08-11,21152.218161513305,13543.193044299009,27830.160058114783
2023-08-12,21037.25199775777,13329.556136032192,28720.0530922002
2023-08-13,20836.03407574984,13063.814326110998,28292.029707892943
2023-08-14,19890.232050102743,11588.003427278582,27472.08977653029
2023-08-15,21123.1681855055,13899.442752138906,28494.329304042338
2023-08-16,19792.94621242903,12168.382732713302,27490.636744971947
2023-08-17,20504.58847921098,12996.86267704387,27866.82799814822
2023-08-18,20118.80069488236,12255.004143221879,27635.616599602807
2023-08-19,19946.155177081262,12612.913432676742,27066.359711060908
2023-08-20,19714.106743361503,11647.220642995142,27302.60964087446
2023-08-21,18766.05162616973,11560.338783640933,25780.774398157806
2023-08-22,20026.255981955517,12520.362940793213,27339.222479049513
2023-08-23,18752.942790346024,11975.86697977978,26192.943558737163
2023-08-24,19550.412281364475,12298.302710473383,26919.24010096753
2023-08-25,19277.813786447678,11870.028224203767,26584.900997950383
2023-08-26,19243.359893067467,11335.003516666413,26809.449385242744
2023-08-27,19171.396288276443,11857.392068797222,26520.574399478748
2023-08-28,18401.536504373802,10805.840074177095,26280.679521049715
2023-08-29,19853.68573489135,12276.723151579266,26871.611384501764
2023-08-30,18781.240365389942,11432.101759407868,26526.11056433509
2023-08-31,19783.3350966313,12248.86191471498,27128.62370190344
2023-09-01,19713.752130586785,12251.961003988219,27685.485622627235
2023-09-02,19875.279520050328,12826.46155415465,27501.466880486198
2023-09-03,19986.92808130133,12665.882028000211,27465.749454306577
2023-09-04,19383.212002875975,11816.517351454095,26681.6332555796
2023-09-05,20979.31325870057,13446.616879438898,28320.994513880363
2023-09-06,20024.412545342893,12549.586192868217,27609.356979249173
2023-09-07,21114.05494161063,13313.164003423264,28388.558426272382
2023-09-08,21099.16143126768,14043.387271413525,28397.36412646504
2023-09-09,21280.470503109347,14020.970217579721,29312.85202596012
2023-09-10,21375.81686628185,13683.454456434207,29144.673694244695
2023-09-11,20719.45064362365,12672.12608196637,28294.76952109445
2023-09-12,22227.216022151948,14228.979768397243,29149.073033030054
2023-09-13,21149.8716245249,13605.151117070222,28674.26964208883
2023-09-14,22085.421029420788,14475.15960714211,29358.426512996462
2023-09-15,21888.06549062649,14340.231341143328,29900.239665660873
2023-09-16,21862.564631732832,13990.204660607593,29098.41584738648
2023-09-17,21731.414326424747,14242.983314150344,28892.2326026369
2023-09-18,20834.04784788046,13663.271456852759,27904.82224106883
2023-09-19,22091.88245908348,15172.528547935142,29833.07125613012
2023-09-20,20761.49728305053,13922.120609609501,28226.442847236904
2023-09-21,21446.814738637273,13986.917902480624,29141.635261949035
2023-09-22,21007.90162377639,13247.379209718658,28656.017695050094
2023-09-23,20755.179717467578,13299.804126681433,28186.10317906284
2023-09-24,20416.459163399875,12646.47837975656,28108.417862234994
2023-09-25,19336.004545448908,11972.220718874429,26579.232047275695
2023-09-26,20439.45953838076,12988.336761034434,28207.711111207784
2023-09-27,18986.919106232108,11550.651261984787,26168.711824101363
2023-09-28,19585.02436453956,11837.400877791475,27309.640855336787
2023-09-29,19095.698422577596,11284.131586992313,26864.655504221984
2023-09-30,18830.31472740963,11879.800401823539,26767.381907383045
2023-10-01,18516.712175940767,10530.93392303145,26010.119910505033
2023-10-02,17498.267308297316,10131.212776761413,24905.91686805901
2023-10-03,18698.84904510875,10986.75641449818,25795.47972278318
2023-10-04,17375.944071886443,10007.5214485396,25385.91697400168
2023-10-05,18132.826336405546,11135.30521822451,25755.87531075994
2023-10-06,17827.386810247008,9875.61776140653,24878.14655081899
2023-10-07,17766.41234796903,10361.410147764864,25770.585742791543
2023-10-08,17672.724786733605,10417.818620869431,24874.652189231958
2023-10-09,16884.387131575248,9271.18596148336,24216.655373632613
2023-10-10,18319.798574400793,10133.149553133017,25566.500146848583
2023-10-11,17230.962594774537,9668.535891500018,24909.295514521258
2023-10-12,18215.79772090812,10894.204538159669,25863.065955728416
2023-10-13,18127.103290665505,10985.68952486346,26079.88418524231
2023-10-14,18266.96541676451,10875.493318473293,25394.116783108268
2023-10-15,18354.010951273638,11304.425630912196,25561.687981888237
2023-10-16,17722.71331980844,10189.995722301062,25122.98928506254
2023-10-17,19288.569450893032,12530.294141916997,26961.13895699407
2023-10-18,18301.430045208625,10775.089846164754,26131.294402398453
2023-10-19,19357.85132945658,11920.330731977796,26278.138142123
2023-10-20,19310.07980571846,12039.655915452811,26498.27705653715
2023-10-21,19460.454993146104,12599.969060324252,27293.078431372993
2023-10-22,19528.638370923483,11874.373070692804,27462.954010097113
2023-10-23,18850.87340925209,10783.67665517665,26065.734023007106
2023-10-24,20345.097498184525,13091.550392322913,27778.911917470647
2023-10-25,19264.19011936938,11952.47239557047,26669.284095817147
2023-10-26,20208.22795763251,12214.548471131258,27190.610126999625
2023-10-27,20033.361388982037,12579.247606207522,27153.275129438847
2023-10-28,20046.100554364606,11705.800967541272,27150.857393150935
2023-10-29,19970.42263514997,12708.143822287746,26935.359775683854
2023-10-30,19146.90870018985,11813.11987286459,26833.645143753165
2023-10-31,20497.73445166732,12798.02534133916,27788.251536941098
2023-11-01,19279.802568480485,11676.754206005993,26568.227144341927
2023-11-02,20096.890537340667,12414.835972783561,27716.855262557707
2023-11-03,19808.431293712976,12187.834987498112,27278.66924752368
2023-11-04,19723.71739997939,12402.482387675902,27185.305907322287
2023-11-05,19568.942454905806,12549.37685957176,27451.120073072816
2023-11-06,18686.28970739221,11321.5395025526,26358.524900901626
2023-11-07,19998.89323195066,12065.729122515133,27219.08273404534
2023-11-08,18763.95989703782,11730.424277119113,26095.004538162135
2023-11-09,19584.925945335755,11865.307581701123,27569.429268455824
2023-11-10,19320.264901876933,12287.175808956881,27233.371737032292
2023-11-11,19277.736401849354,11644.134183718275,26522.0765916528
2023-11-12,19181.488010069097,11666.542948799299,26466.022845849617
2023-11-13,18371.217950902977,10538.58887113329,26002.939681142296
2023-11-14,19767.221685230666,11796.839774094027,27586.80287463549
2023-11-15,18623.60785457976,11111.071066701,26080.545864476197
2023-11-16,19540.55449330188,12145.668145032525,26759.61436853485
2023-11-17,19373.21918816132,11764.988052760571,26961.37480869482
2023-11-18,19426.089713064423,11788.294723632303,26648.48457993698
2023-11-19,19420.184209918352,12084.056636246336,26682.830827511956
2023-11-20,18692.3059841401,10677.616475405226,25953.510590710564
2023-11-21,20160.173233768473,12609.949071581657,27454.15894627838
2023-11-22,19075.7069218067,11189.289365264458,26554.324659968235
2023-11-23,20037.34575298345,12876.016548603317,27354.995554141682
2023-11-24,19899.000418104057,12428.25283690183,27505.383271925504
2023-11-25,19964.432579888347,11864.212207251705,27426.83608201867
2023-11-26,19954.46710465666,12285.775986058956,26967.449896510618
2023-11-27,19206.2425387201,11769.022944022889,26561.966968432193
2023-11-28,20638.320571230033,12909.417529908967,28089.18056510778
2023-11-29,19503.93858775097,12467.654996745789,27121.48556819155
2023-11-30,20403.27560957463,12136.965759926485,27762.13916155726
2023-12-01,20192.34550778189,12539.130680061573,27968.518051134997
2023-12-02,20177.305026667193,12657.978873306156,27274.44497408357
2023-12-03,20081.587451032734,12802.138523597574,27347.434469283377
2023-12-04,19245.06942818119,12099.44178639948,26536.067589769093
2023-12-05,20589.094341971406,13468.875237562044,28156.65104694474
2023-12-06,19369.638991940203,11796.252738435267,27198.48997811764
2023-12-07,20189.496501583057,12990.356658469183,28444.019696248393
2023-12-08,19907.09183388719,12070.737860008194,27297.525849882884
2023-12-09,19830.719736822295,12763.827127690609,27308.617961692336
2023-12-10,19685.617969782445,12729.01950989236,27005.309818683265
2023-12-11,18813.085021772793,11077.351862801786,26325.970609779608
2023-12-12,20135.467013455665,12509.908080457963,27668.507025046478
2023-12-13,18909.301459548322,11726.250817271963,26006.626914699813
2023-12-14,19737.491275909077,12248.14054825716,27638.48151398721
2023-12-15,19478.12543968495,12661.111653216669,26709.90796581402
2023-12-16,19438.735716399748,11692.217510008273,26962.387259199073
2023-12-17,19343.401477478295,12415.841367503226,26784.784979345775
2023-12-18,18531.91060436062,11044.50893480302,26027.489009441393
2023-12-19,19924.799612079754,12273.86038484135,27531.464387250555
2023-12-20,18776.558818202,11498.607282511563,26172.28808624746
2023-12-21,19687.873861525593,11764.083169215244,27442.670340491815
2023-12-22,19514.517737200295,12749.878329130233,27210.13934720072
2023-12-23,19561.68043189538,12165.595583056098,26722.713351942766
2023-12-24,19551.14583772573,12054.418381420817,26205.204494508354
2023-12-25,18820.521656744688,11122.495059775201,26636.93023030885
2023-12-26,20288.343275997096,12363.886428418675,27807.08892296753
2023-12-27,19207.335485346473,11554.339931261535,26624.33745496325
2023-12-28,20176.701647341117,12605.085887162444,27689.07656951993
2023-12-29,20051.053101125017,12148.863944689003,27569.39901160691
2023-12-30,20134.76485048001,12422.281451413286,27616.299322575098
2023-12-31,20149.166562485272,12361.335111374841,27474.037279610624
2024-01-01,19431.774334088845,11907.746478726447,26549.0805504877
2024-01-02,20901.38435548671,13272.424241639093,28214.48760991272
2024-01-03,19811.312885210467,12147.599845935654,27079.829396363184
2024-01-04,20761.653062524783,13298.104340472803,27797.47988535275
2024-01-05,20608.162596063576,12946.873876416275,27632.644632702148
2024-01-06,20656.56993280556,13272.119567575563,28132.571007358587
2024-01-07,20629.709747567704,13085.306498108004,28403.200258739456
2024-01-08,19866.695116179846,12060.783694587555,27522.807418642988
2024-01-09,21287.94975424413,13768.479548172896,29190.154770324913
2024-01-10,20148.38673216697,12733.319611052211,27553.03389770533
2024-01-11,21049.606394492766,14130.3313700153,27819.760842990374
2024-01-12,20848.729540696713,12772.552112914469,28214.07223425769
2024-01-13,20852.655345932268,13401.961011443564,28705.758585050262
2024-01-14,20785.156500180532,12580.158052116767,28466.756582838632
2024-01-15,19986.020384282765,12858.26089477819,27214.126850649394
2024-01-16,21376.06057042976,13506.27373424375,29153.060965150195
2024-01-17,20210.28591436428,13023.966679051977,27504.002231065184
2024-01-18,21090.100216181658,13770.790497149708,28566.235467038674
2024-01-19,20872.14845816011,12869.49970176439,27741.31994319375
2024-01-20,20862.598646330895,13484.063188018352,27626.018359917216
2024-01-21,20784.2709086721,13154.588364744053,28459.37895495096
2024-01-22,19975.821495631462,12726.24422224107,27081.75443750674
2024-01-23,21356.804488046433,13878.463238482003,29275.519921946092
2024-01-24,20180.89673515632,12580.161899238612,27355.431989242785
2024-01-25,21048.15704988805,13841.954878678316,28962.01303451819
2024-01-26,20813.933577854503,13360.05656602806,28175.11207787592
2024-01-27,20783.206201119672,13314.619471524846,28378.196202002466
2024-01-28,20677.773461141624,13681.073411177214,28706.513315634482
2024-01-29,19835.489546891793,12431.058459224152,27681.522463230296
2024-01-30,21175.37219196894,13590.583734026952,28833.836500335674
2024-01-31,19950.865246400743,12771.391635113258,27575.244792742335
2024-02-01,20762.12545711467,13016.358514006215,28387.08258035713
2024-02-02,20464.946195878372,13110.049004099008,28315.276543116222
2024-02-03,20365.104175261567,13512.000501874016,28242.93896250178
2024-02-04,20185.53820511925,13300.367072806484,27717.78934608476
2024-02-05,19265.56550999578,11610.751474349461,26741.520405417945
2024-02-06,20525.956838721082,12853.16246865073,27616.930185261688
2024-02-07,19222.15492465389,11734.002599535264,26512.73644836025
2024-02-08,19956.507008513247,12073.894440457829,27321.63949145365
2024-02-09,19587.12569323808,12227.349781383888,26677.723991374296
2024-02-10,19422.16601056244,11962.625047707488,26884.14771080564
2024-02-11,19186.929868861214,11747.249552190826,26829.397554340278
2024-02-12,18223.005567910503,10451.451588431786,24983.90942681697
2024-02-13,19453.26625659378,12158.135137191639,26962.307239659156
2024-02-14,18135.014106739527,9866.793697769124,26050.790345353445
2024-02-15,18872.14345875038,11286.419495850529,26795.156411227967
2024-02-16,18523.939503025947,10807.98064017941,26170.237140504483
2024-02-17,18399.302515681782,10771.040010692413,25632.305230282876
2024-02-18,18223.81068356717,10497.371318985399,25999.780929290362
2024-02-19,17338.830901360372,9433.74141020219,25010.51590174781
2024-02-20,18666.50239018726,10712.420142573266,26140.35488127409
2024-02-21,17462.880953632666,9862.615196232136,24501.267600164287
2024-02-22,18330.117371949727,10804.887158032912,25506.911300387015
2024-02-23,18125.28642978987,11056.151265741493,25906.58154704069
2024-02-24,18154.656042240345,10865.335564581981,25195.136248676237
2024-02-25,18140.80850931033,10464.850591150684,25760.886471688547
2024-02-26,17421.821849425654,9892.66515830931,25312.010068646603
2024-02-27,18916.33423941122,12124.937505065298,26137.98730606451
2024-02-28,17876.777213876612,10560.99232432764,25222.998831277975
2024-02-29,18901.64868192307,11676.196330165018,26140.361057051836
2024-03-01,18844.43960282735,11800.253017344236,26339.8707138527
2024-03-02,19008.000997786414,11812.378467285178,26382.359129104632
2024-03-03,19111.76048791212,11229.298765304206,26610.440112952485
2024-03-04,18490.99350086053,10927.457028221763,26412.04471488683
2024-03-05,20061.969481156968,12237.642009821982,27747.870327212728
2024-03-06,19075.25626238148,11595.013314339414,26312.009065539
2024-03-07,20128.05143823236,12410.690856014957,27681.43893917074
2024-03-08,20073.152696665857,12098.437556897956,27314.769797843455
2024-03-09,20213.352319507914,12354.491209773429,27114.513987036768
2024-03-10,20268.664014624468,12890.546028336783,28209.811055147216
2024-03-11,19575.586686560404,12561.184885139704,27245.94799345427
2024-03-12,21052.225452388066,13304.444123974354,29330.07450150622
2024-03-13,19951.553547522042,12409.33307687851,27320.732453762033
2024-03-14,20873.68495092107,13389.334501080148,28043.766281234846
2024-03-15,20674.771168813488,13135.299663789865,28083.115371955373
2024-03-16,20661.3092985508,12656.59832069617,27663.654355868755
2024-03-17,20557.27185134894,12998.443431744494,27972.84621297989
2024-03-18,19703.265581236847,12068.765277851906,26742.362993762436
2024-03-19,21021.54252209028,13451.021010890965,28034.828659934323
2024-03-20,19769.149947527323,12659.659393665237,27547.673719089795
2024-03-21,20550.092237386336,13391.517830556128,28123.54844139926
2024-03-22,20224.121238697182,12920.962249202803,27853.8346051916
2024-03-23,20100.945294439145,12509.759678835942,27373.51558752295
2024-03-24,19907.27028350745,13125.31821754524,27412.77290400693
2024-03-25,18985.882511962594,12108.997697725845,26706.98974279264
2024-03-26,20260.598902381684,12729.443730202924,27852.49843376865
2024-03-27,18989.373022460608,11897.505795503504,26193.721644693378
2024-03-28,19776.431291162415,12391.345682147397,27473.47630466705
2024-03-29,19481.056788814087,11477.63875734904,26587.80727277919
2024-03-30,19411.811139112797,12007.248699429681,26886.061794926252
2024-03-31,19293.60754542585,12032.202463931877,26574.220420061236
2024-04-01,18466.84400787155,10955.297368578294,26438.989904601338
2024-04-02,19852.420822663196,12605.4085813319,27548.771041798056
2024-04-03,18704.929062694657,11350.335803981427,26529.426971114197
2024-04-04,19624.882089302504,12168.003707382592,27034.782455669992
2024-04-05,19467.60485073698,12259.430798335497,27366.314702047144
2024-04-06,19537.568456949077,11786.375278414862,27692.061033173155
2024-04-07,19555.57991174197,12690.672877337009,27115.124564916077
2024-04-08,18858.03269631276,11663.775349503774,26402.09230206351
2024-04-09,20362.03893753669,13094.932776898175,28338.997637541725
2024-04-10,19318.7265539892,11394.266135435,26843.809880585286
2024-04-11,20325.570281816323,12651.11048370081,27731.09207413924
2024-04-12,20235.36843835149,12793.148892331146,28168.839631561736
2024-04-13,20350.65035110413,13200.904165500882,27806.718042357
2024-04-14,20390.92218262016,13028.8593637022,28125.755145284867
2024-04-15,19691.95517061999,11904.78650134659,27882.40997497985
2024-04-16,21170.93586883442,13555.473888244762,29261.61099803774
2024-04-17,20079.76119614024,12367.695268170608,27624.973891837697
2024-04-18,21017.34719263244,13299.436734597874,28409.376751412965
2024-04-19,20838.563921970876,13805.17855710732,28878.468332929002
2024-04-20,20848.58259946875,13342.71221282137,28419.427360062466
2024-04-21,20770.04436924283,13312.804217579085,28371.009319235338
2024-04-22,19942.256926913946,12241.863259418273,26810.7878371407
2024-04-23,21286.241203063608,13771.56649591032,28847.76846966108
2024-04-24,20057.913873709444,12601.851800743736,27562.04761775905
2024-04-25,20860.277848868987,13029.410734758323,27710.087721908294
2024-04-26,20552.236601639113,12714.924991608395,28160.54006830081
2024-04-27,20442.82192230981,12322.357731737922,27616.349609419965
2024-04-28,20258.2480032944,12504.791009106506,27630.423948165386
2024-04-29,19341.001420091518,11822.371165692408,27232.97522303034
2024-04-30,20614.79235026135,12955.471675692352,28381.320502013223
2024-05-01,19337.655638964123,11888.302378732387,26529.239102886208
2024-05-02,20114.076287026182,12725.964264314678,27706.37006299302
2024-05-03,19803.757188704447,11989.682274749708,27442.986042457913
2024-05-04,19715.820139497162,12407.440360784833,27317.517982765345
2024-05-05,19575.85388452645,12264.070882497697,26981.97532569778
2024-05-06,18725.019038285074,11700.518487552694,26383.510188145094
2024-05-07,20085.034874854737,12763.815723603251,27667.93765001779
2024-05-08,18911.33565278608,11295.670223233477,27374.58450074392
2024-05-09,19805.269529945363,12519.283060885853,27352.009274412292
2024-05-10,19622.955840578383,12377.587382639398,27574.64932769995
2024-05-11,19669.589223150404,12148.640700002436,26869.63499589372
2024-05-12,19666.60143237251,12539.693459848007,27329.43351323193
2024-05-13,18950.887407844875,11657.282409175967,26509.85104352725
2024-05-14,20439.917111483606,13054.62446825204,28259.297323902923
2024-05-15,19385.017183155433,12358.235991063806,27079.620478142704
2024-05-16,20383.691831444386,13365.968977079081,27604.45791343959
2024-05-17,20288.595174953716,13082.76645736346,27676.60855018183
2024-05-18,20401.940151103467,12272.807701748234,27829.080174658317
2024-05-19,20442.751737669594,12546.625653829857,27910.354250083536
2024-05-20,19746.168345321763,13086.865188188032,27139.07226149699
2024-05-21,21228.61063293401,13478.492758609422,29084.374615680477
2024-05-22,20141.10005594427,12711.969174283058,28054.106118643624
2024-05-23,21081.59539845281,13232.291366938633,28913.40759081068
2024-05-24,20903.958947378265,13491.62437304944,28376.49591657201
2024-05-25,20912.337495577238,13467.975895157322,27965.222741700472
2024-05-26,20828.3666158911,13714.906254601337,28807.996917018023
2024-05-27,19990.403374312256,12251.557163166852,27452.304432465124
2024-05-28,21318.608607473565,13870.73935008007,28595.591042746062
2024-05-29,20068.163482858596,12706.858856545405,27420.177862127402
2024-05-30,20841.491444002677,13099.848326958956,28097.84689439655
2024-05-31,20497.100427026475,13178.502188932589,27877.010740638438
2024-06-01,20343.83404358814,13137.411591811799,27415.462588691043
2024-06-02,20107.94386120276,12354.903227484952,27599.019954637235
2024-06-03,19132.19170862846,11601.480383031108,26759.091392719034
2024-06-04,20340.806867654042,12520.345874526582,27457.212765554617
2024-06-05,18992.586450680377,11483.391321566984,26685.93142805711
2024-06-06,19693.01341284125,12147.869606244616,27468.96764092178
2024-06-07,19303.01008557673,11525.284284132966,26505.48398565023
2024-06-08,19133.118498810814,11788.086415449146,26594.649466029743
2024-06-09,18910.521690773927,11205.077355762016,26792.30265895511
2024-06-10,17978.116436496966,10481.261427450241,25312.68549164295
2024-06-11,19259.463150244726,11883.7424179168,26206.40016057334
2024-06-12,18011.901519358238,10552.22273824289,25964.778289765916
2024-06-13,18838.705931095985,11736.414735230077,26719.45828738607
2024-06-14,18597.897557604767,11123.80946973715,26115.98529642192
2024-06-15,18596.50273756395,11069.734202283511,26625.80177096861
2024-06-16,18557.66966427161,11151.27422668536,26306.27366810279
2024-06-17,17819.85112311772,10373.362340082887,24913.698306010585
